Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado
Levobupivacaína 25 mg/10 ml Sol inj Fr 10ml Epidural IT (CPA2013/45);Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E. (508142156)";"ABBVIE, LDA (510229050)";"23,60 €";05-11-2015;17-07-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
2015.126.02.P1 - SFP Sintra - Cozinha pedagógica;Ajuste directo;Aquisição de serviços;"71000000-8, Serviços de arquitectura, construção, engenharia e inspecção";"Instituto do Emprego e da Formação Profissional, I. P. (501442600)";"GEPC, Lda  (513430393)";"4.770,00 €";05-11-2015;19-10-2015;20 dias (20 dias);"Portugal, Lisboa, Sintra";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AQUISIÇÃO DE SERVIÇOS PARA O ALUGUER DE MÁQUINAS;Ajuste directo;Empreitadas de obras públicas<br/>Aquisição de serviços;"45520000-8, Aluguer de máquinas de terraplenagem, com operador";Município de Vale de Cambra (506735524);"MOREIRA PINTO, LDA (500654182)";"17.275,00 €";05-11-2015;30-10-2015;120 dias (3 meses e 28 dias);"Portugal, Aveiro, Vale de Cambra";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Material Concumo Clinico;Ajuste directo;Aquisição de bens móveis;"33198000-4, Artigos de papel para uso hospitalar";Centro Hospitalar do Oeste (510412009);DICOESTE LUSITANIA (503402990);"6,80 €";05-11-2015;21-05-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";21-05-2014;"6,80 €";;;;Não aplicável.;Não aplicável.;false
prestação de serviços de corte de ervas;Ajuste directo;Aquisição de serviços;"77310000-6, Serviços de plantação e manutenção de áreas verdes";Junta de Freguesia de São Sebastião (Setúbal) (501168508);"Detalhes de Outrora, Ldª (513208852)";"6.245,10 €";05-11-2015;20-10-2015;30 dias (30 dias);"Portugal, Setúbal, Setúbal";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento de produtos alimentares (Lote n.º 03 - Bacalhau) para os Serviços de Ação Social da Universidade de Lisboa;Concurso público;Aquisição de bens móveis;"15000000-8, Produtos alimentares, bebidas, tabaco e produtos afins";Serviços de Ação Social da Universidade de Lisboa (510762980);Pac & Bom - Comércio e Serviços Lda  (503554049);"18.122,50 €";05-11-2015;03-02-2014;332 dias (10 meses e 27 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Material Consumo Clinico;Ajuste directo;Aquisição de bens móveis;"33141320-9, Agulhas para fins médicos";Centro Hospitalar do Oeste (510412009);SFERAMED MEDICAL (509762344);"168,00 €";05-11-2015;21-05-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";21-05-2014;"168,00 €";;;;Não aplicável.;Não aplicável.;false
 Honorários referentes a serviços profissionais - serviços jurídico ;Ajuste directo;Aquisição de serviços;"79100000-5, Serviços jurídicos";Município da Covilhã (505330768);PLMJ - Sociedade de Advogados (502289929);"20.400,00 €";05-11-2015;16-10-2015;20 dias (20 dias);"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento de refeições escolares escolas concelho Viseu;Ajuste directo;Aquisição de serviços;"55524000-9, Serviços de fornecimento de refeições (catering) a escolas";Municipio de Viseu (506697320);"UNISELF, Sociedade de Restaurantes Públicos e Privados, S.A (501323325)";"146.576,24 €";05-11-2015;30-10-2015;60 dias (1 mês e 29 dias);"Portugal, Viseu, Viseu";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Desenvolvimento HumanTrain+Humanportal ;Ajuste directo;Aquisição de serviços;"72000000-5, Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";Centro de Formação Profissional para o Comércio e Afins - CECOA (501791949);HumanSoft (507268903);"1.800,00 €";05-11-2015;01-10-2015;90 dias (2 meses e 29 dias);Portugal;"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";29-10-2015;"1.800,00 €";;;;Não aplicável.;Não aplicável.;false
"Aquisição de serviços de coordenação do plano de desenvolvimento da atividade física na 3ª idade  - Desporto Sénior ""Mexa-se Para a Vida""";Ajuste directo;Aquisição de serviços;"92000000-1, Serviços recreativos, culturais e desportivos";Município de Torres Vedras (502173653);Frederic da Conceição Rebelo (220366489);"13.365,00 €";05-11-2015;04-11-2015;270 dias (8 meses e 26 dias);"Portugal, Lisboa, Torres Vedras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Material Consumo Clinico;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Centro Hospitalar do Oeste (510412009);DIMOR LUSITANA (500730741);"240,00 €";05-11-2015;21-05-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";21-05-2014;"240,00 €";;;;Não aplicável.;Não aplicável.;false
ARRANJOS EXTERIORES DO CENTRO DE SAÚDE DE FIGUEIRA DE CASTELO RODRIGO;Ajuste directo;Empreitadas de obras públicas;"45451300-6, Jardins interiores";"Unidade Local de Saúde da Guarda, E.P.E. (508752000)";"BIOSFERA – CONSTRUÇÕES UNIPESSOAL, LDA (508307880)";"49.358,00 €";05-11-2015;03-08-2015;15 dias (15 dias);"Portugal, Guarda, Fig. Castelo Rodrigo";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"EMP-R/1/2015 - Execução de um Núcleo de Hortas Familiares e Instalação de Equipamento e Mobiliário Urbano em Espaços Exteriores - Bairro da Nazaré, Funchal";Ajuste directo;Empreitadas de obras públicas;"45112700-2, Trabalhos de paisagismo";"IHM - Investimentos Habitacionais da Madeira, EPERAM (511035365)";"Saúl & Filhos, Lda (511023928)";"129.700,00 €";05-11-2015;26-10-2015;60 dias (1 mês e 29 dias);"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 19.º, alínea a) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de manuais escolares, caderno de exercícios e outros materiais de suporte para a Escola Básica e Secundária Dª Lucinda Andrade – São Vicente, no período compreendido entre 21 de setembro a 30 de outubro de 2015. ";Ajuste directo;Aquisição de bens móveis;"22112000-8, Manuais escolares";"Escola Básica e Secundária Dª Lucinda Andrade, São Vicente (671000713)";"ABC Papelaria Gouveia, Figueira & Compª, Lda. (511014252)";"10.889,00 €";05-11-2015;09-09-2015;40 dias (1 mês e 9 dias);"Portugal, Região Autónoma da Madeira, São Vicente";"Artigo 20.º, n.º 4 do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08";20-10-2015;"10.889,00 €";;;;Não aplicável.;Não aplicável.;false
Fornecimento de 3 (Três) amplificadores e 1 (um9 Bias TEE;Ajuste directo;Aquisição de bens móveis;"32000000-3, Equipamento de rádio, televisão, comunicação, telecomunicações e afins";Autoridade Nacional de Comunicações (502017368);Span Tech Microwave Technology SA (A92124379);"10.297,00 €";05-11-2015;27-10-2015;10 dias (10 dias);"Portugal, Lisboa, Oeiras";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Material Consumo Clinico;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Centro Hospitalar do Oeste (510412009);ALCON (501251685);"204,00 €";05-11-2015;21-05-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";21-05-2014;"204,00 €";;;;Não aplicável.;Não aplicável.;false
MANUTENÇÃO DO PARQUE HABITACIONAL E EQUIPAMENTOS COLETIVOS-PISCINAS MUNICIPAIS-POLO DE MINDELO-TRABALHOS DIVERSOS;Ajuste directo;Empreitadas de obras públicas;"50000000-5, Serviços de reparação e manutenção";Município de Vila do Conde (505804786);"BERNARDINO ALVES, LDA (505385317)";"2.249,00 €";05-11-2015;29-10-2015;5 dias (5 dias);"Portugal, Porto, Vila do Conde";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Empreitada de conceção/construção para Ampliação e Remodelação dos Balneários da Escola Básica Nun´Álvares, Seixal";Ajuste directo;Empreitadas de obras públicas;"45000000-7, Construção";DGEstE - Direção-Geral dos Estabelecimentos Escolares (600086020);"Paredes & Paredes, L.da (503390216)";"71.996,00 €";05-11-2015;29-10-2015;60 dias (1 mês e 29 dias);"Portugal, Setúbal, Seixal";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Formação Profissional;Ajuste directo;Aquisição de serviços;"80000000-4, Serviços de ensino e formação";Associação para o Ensino Bento de Jesus Caraça (504643118);Nuno Manuel Correia de Brito (206708254);"10.600,00 €";05-11-2015;15-09-2015;318 dias (10 meses e 13 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de uma viatura ligeira 4x4 equipada com equipamentos para limpeza de neve (limpa neves);Ajuste directo;Aquisição de bens móveis;"34000000-7, Equipamento e produtos auxiliares de transporte";Município de Vila Real (506359670);"JACINTO MARQUES DE OLIVEIRA, SUCESSORES, LDA. (500147647)";"80.650,00 €";05-11-2015;04-11-2015;30 dias (30 dias);"Portugal, Vila Real, Vila Real";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento e instalação de 18 parcometros;Ajuste directo;Locação de bens móveis;"38730000-1, Parquímetros";"ECALMA - Empresa Municipal de Estacionamento e Circulação de Almada, E.M. (507001206)";Resopre (500231206);"39.450,00 €";05-11-2015;29-05-2014;120 dias (3 meses e 28 dias);"Portugal, Setúbal, Almada";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";03-09-2014;"39.450,00 €";;;;Não aplicável.;Não aplicável.;false
AP 1447 - Aquisição  de 2000 unidades de Amicacina 250 mg/ml Sol inj 2 ml IM IV;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Administração Regional de Saúde do Norte, I. P. (503135593)";"Smith & Nephew, Lda (503552461)";"17.943,78 €";05-11-2015;03-06-2015;120 dias (3 meses e 28 dias);"Portugal, Vila Real, Vila Real<BR/>Portugal, Porto, Maia";Artigo 259.º do Código dos Contratos Públicos;;;;;;1315192;Acordo Quadro para fornecimento de material de penso de efeito terapêutico às Instituições e Serviços do Serviço Nacional de Saúde;false
Serviço de transporte de mobiliário e outros bens;Ajuste directo;Aquisição de serviços;"60000000-8, Serviços de transporte (excl. transporte de resíduos)";Autoridade de Supervisão de Seguros e Fundos de Pensões (ASF) (501328599);"Transportes Urbanos, SA (502392290)";"3.917,00 €";05-11-2015;20-01-2014;2 dias (2 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de papel reciclado;Ajuste directo;Aquisição de bens móveis;"30197630-1, Papel para impressão";"Imprensa Nacional - Casa da Moeda, S. A. (500792887)";"TORRASPAPEL PORTUGAL, LDA (500242640)";"5.141,88 €";05-11-2015;24-09-2015;35 dias (1 mês e 4 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"AQUISIÇÃO DE SERVIÇOS DE CORTES E LIGAÇÕES DE FORNECIMENTO DE ÁGUA NO CONCELHO DE ÉVORA ATÉ AO VALOR DE 30.000,00€";Ajuste directo;Aquisição de serviços;"71000000-8, Serviços de arquitectura, construção, engenharia e inspecção";Município de Évora (504828576);"GASFOMENTO - SISTEMAS E INSTALAÇÕES DE GÁS, S.A. (503460656)";"30.000,00 €";05-11-2015;21-10-2015;305 dias (10 meses);"Portugal, Évora, Évora";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Prestação de Serviço de ""Limpeza e Desobstrução de Coletores e Transporte de Lamas de ETAR em 2015""";Ajuste directo;Aquisição de serviços;"90000000-7, Serviços relativos a águas residuais, resíduos, limpeza e ambiente";Serviços Municipalizados de Viseu (680020063);"LIMPA CANAL - Limpezas Ecológicas, Lda (504484303)";"27.340,00 €";05-11-2015;15-10-2015;180 dias (5 meses e 27 dias);"Portugal, Viseu, Viseu";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Inertes: tout venant de 1ª, brita 1, brita 2, pó de pedra e bago de arroz.";Ajuste directo;Aquisição de bens móveis;"44100000-1, Materiais de construção e artigos afins";Município de Mértola (503279765);"Tecnovia Sociedade de Empreitadas, S.A. (500280908)";"18.061,60 €";05-11-2015;01-10-2015;90 dias (2 meses e 29 dias);"Portugal, Beja, Mértola";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição Clips Hemostaticos Para Cisteprostatect Omia Grande ;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";JMV - Produtos Hospitalares (501887148);"1.710,24 €";05-11-2015;04-11-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"PC.130.2015.0002054 - CB 3055/DGS/RF-Reab. de 2 fgs, 3055/056 e 110 (Praceta Antão Gonçalves, n.º 3, r/c dt.º e Praceta Gil Eanes, n.º 1, 2.º D ) sitos no Bairro das Descobertas/Moita ";Ajuste directo;Empreitadas de obras públicas;"45453100-8, Obras de recuperação";"Instituto da Habitação e da Reabilitação Urbana, I. P. (501460888)";"Luis Vieira & Barros, Lda. (510247032)";"7.936,40 €";05-11-2015;03-11-2015;30 dias (30 dias);"Portugal, Setúbal, Moita";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Limpeza de derrocadas na ER 229, sítio do Garachico, no dia 22 de outubro de 2015 - SRAPE-DRE 0895/INF/DSCE/2015 de 2015/10/26.";Ajuste directo;Aquisição de serviços;"90611000-3, Serviços de limpeza de ruas";Secretaria Regional dos Assuntos Parlamentares e Europeus (671001329);"Irmãos Abreu Henriques, Lda. (511168888)";"247,50 €";05-11-2015;22-10-2015;1 dias (1 dia);"Portugal, Região Autónoma da Madeira, Câmara de Lobos";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Reparação de rotura em conduta de água potável, que alimenta as instalações do DED/Edifício de Componentes; do DHA/Edifício de Hidráulica Sanitária; Pavilhão do Modelo do Aeroporto de Macau e Pavilhão de Montevideu";Ajuste directo;Empreitadas de obras públicas;"45232150-8, Obras relacionadas com condutas para abastecimento de água";"Laboratório Nacional de Engenharia Civil, I. P. (501389660)";"ABIMAPE - SOCIEDADE DE CONSTRUÇÕES E TERRAPLANAGENS, LDA. (501554998)";"1.350,00 €";05-11-2015;22-10-2015;8 dias (8 dias);"Portugal, Lisboa, Lisboa";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Prestação de serviços de manutenção simples para os equipamentos elevatórios existentes no edificio sito na Rua de São Boaventura nº 111 em Lisboa;Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";Santa Casa da Misericórdia de Lisboa (500745471);"ALARTÉCNICA - COMERCIALIZAÇÃO E MONTAGEM DE EQUIPAMENTO ELÉCTRICO E ELEVAÇÃO, LDA (503295787)";"581,00 €";05-11-2015;15-05-2015;364 dias (11 meses e 29 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
SERVIÇOS DE MANUTENÇÃO DE HARDWARE PARA OS SERVIDORES IBM P5 DO SISTEMA ATLANTICO (SATL);Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Navegação Aérea de Portugal - NAV Portugal, E.P.E. (504448064)";COMPANHIA IBM PORTUGUESA SA (500068801);"36.000,00 €";05-11-2015;11-06-2015;365 dias (1 ano);"Portugal, Região Autónoma dos Açores, Vila do Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços de animação itinerante.;Ajuste directo;Aquisição de serviços;"92000000-1, Serviços recreativos, culturais e desportivos";Município de Braga (506901173);Companhia Teatro Viv’Arte - Laboratório de Recriação Histórica (503170143);"6.394,00 €";05-11-2015;02-11-2015;5 dias (5 dias);"Portugal, Braga, Braga";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
